"phase","implemented","rule name","rule content","spec location","compiler location"
"Phase 4 - Lower and Emit","complete","LLVMTy-Tuple","**(LLVMTy-Tuple)**
TupleLayout([T_1, ?, T_n]) ? ?size, _, offsets?    StructElems([?0, T_1?, ?, ?n-1, T_n?], offsets, size) = elems
????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
? ? LLVMTy(TypeTuple([T_1, ?, T_n])) ? LLVMStruct(elems)","CursiveSpecification.md:28341-28344","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2438; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2446; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2450"
"Phase 4 - Lower and Emit","complete","LLVMTy-Array","**(LLVMTy-Array)**
T = TypeArray(T_0, e)    ? ? ConstLen(e) ? n    ? ? LLVMTy(T_0) ? ?
??????????????????????????????????????????????????????????????????????????????
? ? LLVMTy(T) ? LLVMArray(n, ?)","CursiveSpecification.md:28346-28349","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2845; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2847"
"Phase 4 - Lower and Emit","complete","LLVMTy-Slice","**(LLVMTy-Slice)**
T = TypeSlice(T_0)    ? ? LLVMTy(TypePrim(""usize"")) ? ?_u
????????????????????????????????????????????????????????????????????????
? ? LLVMTy(T) ? LLVMStruct([SlicePtrTy(T_0), ?_u])","CursiveSpecification.md:28351-28354","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2851; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2852; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:274"
"Phase 4 - Lower and Emit","complete","LLVMTy-Range","**(LLVMTy-Range)**
TupleLayout([T_0, T_0]) ? ?size, _, offsets?    StructElems([?0, T_0?, ?1, T_0?], offsets, size) = elems
??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
? ? LLVMTy(TypeRange(T_0)) ? LLVMStruct(elems)","CursiveSpecification.md:28356-28359","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2941; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2943; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2984"
"Phase 4 - Lower and Emit","complete","LLVMTy-RangeInclusive","**(LLVMTy-RangeInclusive)**
TupleLayout([T_0, T_0]) ? ?size, _, offsets?    StructElems([?0, T_0?, ?1, T_0?], offsets, size) = elems
????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
? ? LLVMTy(TypeRangeInclusive(T_0)) ? LLVMStruct(elems)","CursiveSpecification.md:28361-28364","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2948; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2950; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2984"
"Phase 4 - Lower and Emit","complete","LLVMTy-RangeFrom","**(LLVMTy-RangeFrom)**
TupleLayout([T_0]) ? ?size, _, offsets?    StructElems([?0, T_0?], offsets, size) = elems
????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
? ? LLVMTy(TypeRangeFrom(T_0)) ? LLVMStruct(elems)","CursiveSpecification.md:28366-28369","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2955; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2956; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2984"
"Phase 4 - Lower and Emit","complete","LLVMTy-RangeTo","**(LLVMTy-RangeTo)**
TupleLayout([T_0]) ? ?size, _, offsets?    StructElems([?0, T_0?], offsets, size) = elems
????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
? ? LLVMTy(TypeRangeTo(T_0)) ? LLVMStruct(elems)","CursiveSpecification.md:28371-28374","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2961; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2962; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2984"
"Phase 4 - Lower and Emit","complete","LLVMTy-RangeToInclusive","**(LLVMTy-RangeToInclusive)**
TupleLayout([T_0]) ? ?size, _, offsets?    StructElems([?0, T_0?], offsets, size) = elems
????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
? ? LLVMTy(TypeRangeToInclusive(T_0)) ? LLVMStruct(elems)","CursiveSpecification.md:28376-28379","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2968; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2969; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2984"
"Phase 4 - Lower and Emit","complete","LLVMTy-RangeFull","**(LLVMTy-RangeFull)**
??????????????????????????????????????????????????????????????
? ? LLVMTy(TypeRangeFull) ? LLVMStruct([])","CursiveSpecification.md:28381-28383","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2974; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2979"
"Phase 4 - Lower and Emit","incorrect","LLVMTy-Enum","**(LLVMTy-Enum)**
T = TypePath(p)    EnumDecl(p) = E    EnumLayout(E) ? ?size, _, disc, payload_size?    payload_align = PayloadAlign(E)    TaggedElems(disc, payload_size, payload_align, size) = elems
???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
? ? LLVMTy(T) ? LLVMStruct(elems)","CursiveSpecification.md:28385-28388","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2613; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2620; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2623"
"Phase 4 - Lower and Emit","complete","LLVMTy-Union-Niche","**(LLVMTy-Union-Niche)**
T = TypeUnion([T_1, ?, T_n])    NicheApplies(T)    PayloadMember(T) = T_p    ? ? LLVMTy(T_p) ? ?
????????????????????????????????????????????????????????????????????????????????????????????????????
? ? LLVMTy(T) ? ?","CursiveSpecification.md:28390-28393","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2498; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2509; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2511"
"Phase 4 - Lower and Emit","complete","LLVMTy-Union-Tagged","**(LLVMTy-Union-Tagged)**
T = TypeUnion([T_1, ?, T_n])    UnionLayout(T) ? ?size, _, disc, payload_size?    disc ? ?    payload_align = PayloadAlign(T)    TaggedElems(disc, payload_size, payload_align, size) = elems
???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
? ? LLVMTy(T) ? LLVMStruct(elems)","CursiveSpecification.md:28395-28398","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2518; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2525; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2529"
"Phase 4 - Lower and Emit","incorrect","LLVMTy-Modal-Niche","**(LLVMTy-Modal-Niche)**
T = ModalRefType(modal_ref)    ModalDeclOf(modal_ref) = M    NicheApplies(modal_ref)    PayloadState(modal_ref) = S_p    ModalSingleFieldPayload(modal_ref, S_p) = T_p    ? ? LLVMTy(T_p) ? ?
????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
? ? LLVMTy(T) ? ?","CursiveSpecification.md:28400-28403","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2692; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2705; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2821; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2834"
"Phase 4 - Lower and Emit","complete","LLVMTy-Modal-Tagged","**(LLVMTy-Modal-Tagged)**
T = ModalRefType(modal_ref)    ModalDeclOf(modal_ref) = M    ModalLayout(modal_ref) ? ?size, _, disc, payload_size?    disc ? ?    payload_align = max_{S ? States(M)}(StateAlign(modal_ref, S))    TaggedElems(disc, payload_size, payload_align, size) = elems
????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
? ? LLVMTy(T) ? LLVMStruct(elems)","CursiveSpecification.md:28405-28408","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2694; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2697; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2823; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2826"
"Phase 4 - Lower and Emit","complete","LLVMTy-Modal-StringBytes","**(LLVMTy-Modal-StringBytes)**
BaseModal(TypeString(?)) = TypePath([""string""])
BaseModal(TypeBytes(?)) = TypePath([""bytes""])
T ? {TypeString(?), TypeBytes(?)}    ModalLayout(BaseModal(T)) ? ?size, _, disc, payload_size?    (disc = ? ? PayloadState(BaseModal(T)) = S_p ? ModalSingleFieldPayload(BaseModal(T), S_p) = T_p ? ? ? LLVMTy(T_p) ? ?)    (disc ? ? ? ModalDeclOf(BaseModal(T)) = M ? payload_align = max_{S ? States(M)}(StateAlign(BaseModal(T), S)) ? TaggedElems(disc, payload_size, payload_align, size) = elems)
??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
? ? LLVMTy(T) ? (? if disc = ? else LLVMStruct(elems))","CursiveSpecification.md:28410-28415","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2868; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2876; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2898; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2906"
"Phase 4 - Lower and Emit","complete","LLVMTy-ModalState","**(LLVMTy-ModalState)**
T = TypeModalState(modal_ref, S)    ModalDeclOf(modal_ref) = M    S ? States(M)    ModalPayload(modal_ref, S) = fields    RecordLayout(fields) ? ?size, _, offsets?    StructElems(fields, offsets, size) = elems
????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
? ? LLVMTy(T) ? LLVMStruct(elems)","CursiveSpecification.md:28417-28420","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2715; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2781; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2805; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2807"
"Phase 4 - Lower and Emit","complete","LLVMTy-Dynamic","**(LLVMTy-Dynamic)**
DynLayout(Cl) ? ?_, _, [?`data`, T_d?, ?`vtable`, T_v?]?    ? ? LLVMTy(T_d) ? ?_d    ? ? LLVMTy(T_v) ? ?_v
????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
? ? LLVMTy(TypeDynamic(Cl)) ? LLVMStruct([?_d, ?_v])","CursiveSpecification.md:28422-28425","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2916; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2917; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:316"
"Phase 4 - Lower and Emit","complete","LLVMTy-StringView","**(LLVMTy-StringView)**
T = TypeString(`@View`)    ? ? LLVMTy(TypePrim(""usize"")) ? ?_u
???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
? ? LLVMTy(T) ? LLVMStruct([LLVMPtrTy(TypePtr(TypePerm(`const`, TypePrim(""u8"")), `Valid`)), ?_u])","CursiveSpecification.md:28427-28430","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2858; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2859; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:281"
"Phase 4 - Lower and Emit","complete","LLVMTy-StringManaged","**(LLVMTy-StringManaged)**
T = TypeString(`@Managed`)    ? ? LLVMTy(TypePrim(""usize"")) ? ?_u
??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
? ? LLVMTy(T) ? LLVMStruct([LLVMPtrTy(TypePtr(TypePrim(""u8""), `Valid`)), ?_u, ?_u])","CursiveSpecification.md:28432-28435","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2863; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2864; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:295"
"Phase 4 - Lower and Emit","complete","LLVMTy-BytesView","**(LLVMTy-BytesView)**
T = TypeBytes(`@View`)    ? ? LLVMTy(TypePrim(""usize"")) ? ?_u
???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
? ? LLVMTy(T) ? LLVMStruct([LLVMPtrTy(TypePtr(TypePerm(`const`, TypePrim(""u8"")), `Valid`)), ?_u])","CursiveSpecification.md:28437-28440","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2888; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2889; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:288"
"Phase 4 - Lower and Emit","complete","LLVMTy-BytesManaged","**(LLVMTy-BytesManaged)**
T = TypeBytes(`@Managed`)    ? ? LLVMTy(TypePrim(""usize"")) ? ?_u
??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
? ? LLVMTy(T) ? LLVMStruct([LLVMPtrTy(TypePtr(TypePrim(""u8""), `Valid`)), ?_u, ?_u])","CursiveSpecification.md:28442-28445","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2893; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2894; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:302"
"Phase 4 - Lower and Emit","incorrect","LLVMTy-Err","**(LLVMTy-Err)**
LLVMTy(T) undefined
??????????????????????????????
? ? LLVMTy(T) ?","CursiveSpecification.md:28447-28450","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:3004; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:3005; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:3010"
"Phase 4 - Lower and Emit","complete","LowerIRJudg","LowerIRJudg = {LowerIRDecl(d) ? ll, LowerIRInstr(op) ? ll}","CursiveSpecification.md:28454","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:3915; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:7331"
"Phase 4 - Lower and Emit","incorrect","LLVMInstrList","LLVMInstrList = [LLVMInstr]","CursiveSpecification.md:28456","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:7331; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:7950"
"Phase 4 - Lower and Emit","incorrect","Label(l)","Label(l) ? LLVMInstr","CursiveSpecification.md:28457","C:/Dev/Cursive/cursive/include/05_codegen/ir/ir_model.h:276; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:14183"
"Phase 4 - Lower and Emit","complete","Br(l)","Br(l) ? LLVMInstr","CursiveSpecification.md:28458","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:10380; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:11838"
"Phase 4 - Lower and Emit","complete","BrCond(v, l_t, l_f)","BrCond(v, l_t, l_f) ? LLVMInstr","CursiveSpecification.md:28459","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:10370; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:3230"
"Phase 4 - Lower and Emit","incorrect","Phi(?, inc, v)","Phi(?, inc, v) ? LLVMInstr","CursiveSpecification.md:28460","C:/Dev/Cursive/cursive/include/05_codegen/ir/ir_model.h:287; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:14184; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:10435"
"Phase 4 - Lower and Emit","missing","HasLabel(I, l)","HasLabel(I, l) ? Label(l) ? I","CursiveSpecification.md:28461",""
"Phase 4 - Lower and Emit","missing","HasBrCond(I, v)","HasBrCond(I, v) ? ? l_t, l_f. BrCond(v, l_t, l_f) ? I","CursiveSpecification.md:28462",""
"Phase 4 - Lower and Emit","missing","HasPhi(I, v)","HasPhi(I, v) ? ? ?, inc. Phi(?, inc, v) ? I
FreshLabel(?) predicate
FreshSSA(?) predicate","CursiveSpecification.md:28463-28465",""
"Phase 4 - Lower and Emit","complete","LLVMSSA","LLVMSSA = Name","CursiveSpecification.md:28466","C:/Dev/Cursive/cursive/include/05_codegen/ir/ir_model.h:31; C:/Dev/Cursive/cursive/src/05_codegen/lower/expr/expr_common.cpp:2100"
"Phase 4 - Lower and Emit","complete","LLVMLabel","LLVMLabel = Name","CursiveSpecification.md:28467","C:/Dev/Cursive/cursive/include/05_codegen/ir/ir_model.h:278; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:10364"
"Phase 4 - Lower and Emit","missing","FreshLabel(?)","FreshLabel(?) ? LLVMLabel \ dom(?)","CursiveSpecification.md:28468",""
"Phase 4 - Lower and Emit","complete","FreshSSA(?)","FreshSSA(?) ? LLVMSSA \ dom(?)","CursiveSpecification.md:28469","C:/Dev/Cursive/cursive/src/05_codegen/lower/expr/expr_common.cpp:2100; C:/Dev/Cursive/cursive/include/05_codegen/ir/ir_model.h:31"
"Phase 4 - Lower and Emit","complete","IfLabels(?)","IfLabels(?) = ?l_t, l_f, l_m? ? Distinct([l_t, l_f, l_m])","CursiveSpecification.md:28471","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:10364; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:10367"
"Phase 4 - Lower and Emit","missing","LLResult","LLResult = {?I, v? | I ? LLVMInstrList ? v ? LLVMSSA ? {?}}","CursiveSpecification.md:28473",""
"Phase 4 - Lower and Emit","incorrect","SeqLL(?I_1, v_1?, ?I_2, v_2?)","SeqLL(?I_1, v_1?, ?I_2, v_2?) = ?I_1 ++ I_2, v_2?","CursiveSpecification.md:28474","C:/Dev/Cursive/cursive/src/05_codegen/ir/ir_model.cpp:525; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:7950"
"Phase 4 - Lower and Emit","complete","LowerIRInstr-Empty","**(LowerIRInstr-Empty)**
??????????????????????????????????????????????????
? ? LowerIRInstr(?) ? ?[], ??","CursiveSpecification.md:28476-28478","C:/Dev/Cursive/cursive/src/05_codegen/ir/ir_model.cpp:540; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:7950"
"Phase 4 - Lower and Emit","complete","LowerIRInstr-Seq","**(LowerIRInstr-Seq)**
? ? LowerIRInstr(IR_1) ? ll_1    ? ? LowerIRInstr(IR_2) ? ll_2
??????????????????????????????????????????????????????????????????????????????????????????
? ? LowerIRInstr(SeqIR(IR_1, IR_2)) ? SeqLL(ll_1, ll_2)","CursiveSpecification.md:28480-28483","C:/Dev/Cursive/cursive/src/05_codegen/ir/ir_model.cpp:549; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:7950; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:7958"
"Phase 4 - Lower and Emit","complete","Load(slot, T)","Load(slot, T) = [`load` LLVMTy(T), slot : LLVMPtrTy(T)]","CursiveSpecification.md:28485","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:18745; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:11337"
"Phase 4 - Lower and Emit","complete","Store(slot, v, T)","Store(slot, v, T) = [`store` LLVMTy(T) v, slot : LLVMPtrTy(T)]","CursiveSpecification.md:28486","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:8013; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:11469"
"Phase 4 - Lower and Emit","incorrect","Memcpy(dst, src, n)","Memcpy(dst, src, n) = [`call` `llvm.memcpy`(dst, src, n)]","CursiveSpecification.md:28487","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_ub_safe.cpp:332; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_ub_safe.cpp:341; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:21791"
"Phase 4 - Lower and Emit","incorrect","Memset(dst, 0, n)","Memset(dst, 0, n) = [`call` `llvm.memset`(dst, 0, n)]
LoadVal(slot, T) ? ?Load(slot, T), v?","CursiveSpecification.md:28488-28489","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_ub_safe.cpp:344; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_ub_safe.cpp:352; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:1151"
"Phase 4 - Lower and Emit","complete","LEValue(bytes)","LEValue(bytes) = ?_{i=0}^{|bytes|-1} bytes[i] ? 256^i","CursiveSpecification.md:28491","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:18942; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:18955"
"Phase 4 - Lower and Emit","complete","ByteInt(bytes)","ByteInt(bytes) = i{8|bytes|} LEValue(bytes)","CursiveSpecification.md:28492","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:18957; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:19084; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:19100"
"Phase 4 - Lower and Emit","complete","AllZero(bytes)","AllZero(bytes) ? ? b ? bytes. b = 0x00","CursiveSpecification.md:28494","C:/Dev/Cursive/cursive/src/05_codegen/layout/layout_value_bits.cpp:1055; C:/Dev/Cursive/cursive/src/05_codegen/layout/layout_value_bits.cpp:1070"
"Phase 4 - Lower and Emit","complete","ByteArray(bytes)","ByteArray(bytes) = LLVMArrayConst(|bytes|, i8, bytes)","CursiveSpecification.md:28495","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:4590; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:18913"
"Phase 4 - Lower and Emit","incorrect","ConstBytes(?, bytes)","ConstBytes(?, bytes) = c ? ? T. ? ? LLVMTy(T) ? ? ? |bytes| = sizeof(T) ? c = ConstBytesCase(?, bytes)","CursiveSpecification.md:28496","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:18881; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:18979; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:4572"
"Phase 4 - Lower and Emit","incorrect","ConstBytesCase(?, bytes)","ConstBytesCase(?, bytes) =
 `zeroinitializer`    if |bytes| = 0
 ByteArray(bytes)     if ? = LLVMArray(|bytes|, i8)
 ByteInt(bytes)       if ? = i{8|bytes|}
 `bitcast`(ByteInt(bytes) to ?)    if ? ? {`half`, `float`, `double`}
 `null`               if ? = LLVMPtrTy(U) ? AllZero(bytes)
 ?                    otherwise","CursiveSpecification.md:28497-28503","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:19020; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:19084; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:19103"
"Phase 4 - Lower and Emit","incorrect","LLVMGlobalZero(sym, ?, align)","LLVMGlobalZero(sym, ?, align) = LLVMGlobalConst(sym, ?, `zeroinitializer`, align)","CursiveSpecification.md:28504","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:4606; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:4612; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:4620"
