row_id,task_id,responsibility,shared_work_surface,status,rule name,spec location,compiler location,rule content
7598,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,CodegenBlockCtrlCorrect,CursiveSpecification.md:25911,/mnt/c/Dev/Cursive/cursive/src/05_codegen/lower/expr/block_expr.cpp:136,"CodegenBlockCtrlCorrect ⇔ ∀ b, IR, v, σ, κ, σ'. (Γ ⊢ CodegenBlock(b) ⇓ ⟨IR, v⟩ ∧ Γ ⊢ EvalBlockSigma(b, σ) ⇓ (Ctrl(κ), σ')) ⇒ ExecIRSigma(IR, σ) ⇓ (Ctrl(κ), σ')"
7599,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,CodegenCorrect,CursiveSpecification.md:25913,/mnt/c/Dev/Cursive/cursive/src/05_codegen/lower/expr/expr_common.cpp:3891; /mnt/c/Dev/Cursive/cursive/src/05_codegen/lower/stmt/stmt_common.cpp:299; /mnt/c/Dev/Cursive/cursive/src/05_codegen/lower/expr/block_expr.cpp:136,CodegenCorrect ⇔ CodegenExprValCorrect ∧ CodegenExprCtrlCorrect ∧ CodegenStmtCorrect ∧ CodegenBlockValCorrect ∧ CodegenBlockCtrlCorrect
7600,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,CodegenUndefined,CursiveSpecification.md:25914-25915,/mnt/c/Dev/Cursive/cursive/src/05_codegen/lower/lower_module.cpp:1056; /mnt/c/Dev/Cursive/cursive/src/05_codegen/lower/expr/expr_common.cpp:3891; /mnt/c/Dev/Cursive/cursive/src/05_codegen/lower/stmt/stmt_common.cpp:299; /mnt/c/Dev/Cursive/cursive/src/05_codegen/lower/expr/block_expr.cpp:136,"CodegenUndefined ⇔ ∃ e, IR, v. Γ ⊢ CodegenExpr(e) ⇓ ⟨IR, v⟩ ∧ ¬ IRDefined(IR) ∨ ∃ s, IR. Γ ⊢ CodegenStmt(s) ⇓ IR ∧ ¬ IRDefined(IR) ∨ ∃ b, IR, v. Γ ⊢ CodegenBlock(b) ⇓ ⟨IR, v⟩ ∧ ¬ IRDefined(IR)
CodegenUndefined ⇒ OutsideConformance"
7607,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,CodegenParams(params),CursiveSpecification.md:25927,/mnt/c/dev/cursive/cursive/src/05_codegen/lower/lower_module.cpp:436; /mnt/c/dev/cursive/cursive/src/05_codegen/lower/lower_module.cpp:437; /mnt/c/dev/cursive/cursive/src/05_codegen/abi/abi_panic.cpp:122,CodegenParams(params) = params ++ [PanicOutParam]
7612,TASK-049,Phase 4 - Lower and Emit,compiler/02_source + compiler/05_codegen,incorrect,"StateMethodParams(M, S, md)",CursiveSpecification.md:25933,/mnt/c/dev/cursive/cursive/src/02_source/ast/nodes/ast_items.h:448; /mnt/c/dev/cursive/cursive/src/05_codegen/lower/lower_module.cpp:819; /mnt/c/dev/cursive/cursive/src/05_codegen/lower/lower_module.cpp:832; /mnt/c/dev/cursive/cursive/src/05_codegen/lower/lower_module.cpp:833,"StateMethodParams(M, S, md) = [⟨RecvMode(md.receiver), `self`, RecvType(TypeModalState(ModalPath(M), S), md.receiver)⟩] ++ md.params"
7617,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,EvalOrderJudg,CursiveSpecification.md:25940,,EvalOrderJudg = {Children_LTR}
7622,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"OptExprs(⊥, ⊥)",CursiveSpecification.md:25948,,"OptExprs(⊥, ⊥) = []"
7623,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"OptExprs(e, ⊥)",CursiveSpecification.md:25949,,"OptExprs(e, ⊥) = [e]"
7624,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"OptExprs(⊥, e)",CursiveSpecification.md:25950,,"OptExprs(⊥, e) = [e]"
7625,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"OptExprs(e_1, e_2)",CursiveSpecification.md:25951,,"OptExprs(e_1, e_2) = [e_1, e_2]"
7626,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,ParallelOptExprs([]),CursiveSpecification.md:25953,,ParallelOptExprs([]) = []
7627,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,ParallelOptExprs(Cancel(e) :: os),CursiveSpecification.md:25954,,ParallelOptExprs(Cancel(e) :: os) = [e] ++ ParallelOptExprs(os)
7628,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,ParallelOptExprs(Name(_) :: os),CursiveSpecification.md:25955,,ParallelOptExprs(Name(_) :: os) = ParallelOptExprs(os)
7629,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,SpawnOptExprs([]),CursiveSpecification.md:25957,,SpawnOptExprs([]) = []
7630,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,SpawnOptExprs(Name(_) :: os),CursiveSpecification.md:25958,,SpawnOptExprs(Name(_) :: os) = SpawnOptExprs(os)
7631,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,SpawnOptExprs(Affinity(e) :: os),CursiveSpecification.md:25959,,SpawnOptExprs(Affinity(e) :: os) = [e] ++ SpawnOptExprs(os)
7632,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,SpawnOptExprs(Priority(e) :: os),CursiveSpecification.md:25960,,SpawnOptExprs(Priority(e) :: os) = [e] ++ SpawnOptExprs(os)
7633,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,DispatchOptExprs([]),CursiveSpecification.md:25962,,DispatchOptExprs([]) = []
7634,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,DispatchOptExprs(Reduce(_) :: os),CursiveSpecification.md:25963,,DispatchOptExprs(Reduce(_) :: os) = DispatchOptExprs(os)
7635,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,DispatchOptExprs(Ordered :: os),CursiveSpecification.md:25964,,DispatchOptExprs(Ordered :: os) = DispatchOptExprs(os)
7636,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,DispatchOptExprs(Chunk(e) :: os),CursiveSpecification.md:25965,,DispatchOptExprs(Chunk(e) :: os) = [e] ++ DispatchOptExprs(os)
7637,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,KeySegExprs([]),CursiveSpecification.md:25967,,KeySegExprs([]) = []
7638,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"KeySegExprs(Field(_, _) :: ss)",CursiveSpecification.md:25968,,"KeySegExprs(Field(_, _) :: ss) = KeySegExprs(ss)"
7639,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"KeySegExprs(Index(_, e) :: ss)",CursiveSpecification.md:25969,,"KeySegExprs(Index(_, e) :: ss) = [e] ++ KeySegExprs(ss)"
7640,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"KeyPathExprs(⟨root, segs⟩)",CursiveSpecification.md:25970,,"KeyPathExprs(⟨root, segs⟩) = KeySegExprs(segs)"
7641,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,KeyClauseExprs(⊥),CursiveSpecification.md:25971,,KeyClauseExprs(⊥) = []
7642,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"KeyClauseExprs(⟨path, mode⟩)",CursiveSpecification.md:25972,,"KeyClauseExprs(⟨path, mode⟩) = KeyPathExprs(path)"
7643,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,RaceArmExprs([]),CursiveSpecification.md:25974,,RaceArmExprs([]) = []
7644,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"RaceArmExprs(⟨e, _, _⟩ :: as)",CursiveSpecification.md:25975,,"RaceArmExprs(⟨e, _, _⟩ :: as) = [e] ++ RaceArmExprs(as)"
7645,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,Children_LTR(Literal(ℓ)),CursiveSpecification.md:25977,,Children_LTR(Literal(ℓ)) = []
7646,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,Children_LTR(PtrNullExpr),CursiveSpecification.md:25978,,Children_LTR(PtrNullExpr) = []
7647,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,Children_LTR(Identifier(x)),CursiveSpecification.md:25979,,Children_LTR(Identifier(x)) = []
7648,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"Children_LTR(Path(path, name))",CursiveSpecification.md:25980,,"Children_LTR(Path(path, name)) = []"
7649,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,Children_LTR(TupleExpr(es)),CursiveSpecification.md:25981,,Children_LTR(TupleExpr(es)) = es
7650,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,Children_LTR(ArrayExpr(es)),CursiveSpecification.md:25982,,Children_LTR(ArrayExpr(es)) = es
7651,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"Children_LTR(RecordExpr(tr, fields))",CursiveSpecification.md:25983,,"Children_LTR(RecordExpr(tr, fields)) = FieldExprs(fields)"
7652,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"Children_LTR(EnumLiteral(path, ⊥))",CursiveSpecification.md:25984,,"Children_LTR(EnumLiteral(path, ⊥)) = []"
7653,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"Children_LTR(EnumLiteral(path, Paren(es)))",CursiveSpecification.md:25985,,"Children_LTR(EnumLiteral(path, Paren(es))) = es"
7654,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"Children_LTR(EnumLiteral(path, Brace(fields)))",CursiveSpecification.md:25986,,"Children_LTR(EnumLiteral(path, Brace(fields))) = FieldExprs(fields)"
7655,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"Children_LTR(FieldAccess(base, f))",CursiveSpecification.md:25987,,"Children_LTR(FieldAccess(base, f)) = [base]"
7656,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"Children_LTR(TupleAccess(base, i))",CursiveSpecification.md:25988,,"Children_LTR(TupleAccess(base, i)) = [base]"
7657,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"Children_LTR(IndexAccess(base, idx))",CursiveSpecification.md:25989,,"Children_LTR(IndexAccess(base, idx)) = [base, idx]"
7658,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"Children_LTR(Call(callee, args))",CursiveSpecification.md:25990,,"Children_LTR(Call(callee, args)) = [callee] ++ ArgsExprs(args)"
7659,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"Children_LTR(CallTypeArgs(callee, type_args, args))",CursiveSpecification.md:25991,,"Children_LTR(CallTypeArgs(callee, type_args, args)) = [callee] ++ ArgsExprs(args)"
7660,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"Children_LTR(MethodCall(base, name, args))",CursiveSpecification.md:25992,,"Children_LTR(MethodCall(base, name, args)) = [base] ++ ArgsExprs(args)"
7661,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"Children_LTR(Unary(op, e))",CursiveSpecification.md:25993,,"Children_LTR(Unary(op, e)) = [e]"
7662,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"Children_LTR(Binary(op, e_1, e_2))",CursiveSpecification.md:25994,,"Children_LTR(Binary(op, e_1, e_2)) = [e_1, e_2]"
7663,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"Children_LTR(Cast(e, T))",CursiveSpecification.md:25995,,"Children_LTR(Cast(e, T)) = [e]"
7664,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"Children_LTR(TransmuteExpr(T_1, T_2, e))",CursiveSpecification.md:25996,,"Children_LTR(TransmuteExpr(T_1, T_2, e)) = [e]"
7665,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,Children_LTR(Propagate(e)),CursiveSpecification.md:25997,,Children_LTR(Propagate(e)) = [e]
7666,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"Children_LTR(Range(kind, lo_opt, hi_opt))",CursiveSpecification.md:25998,,"Children_LTR(Range(kind, lo_opt, hi_opt)) = OptExprs(lo_opt, hi_opt)"
7667,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"Children_LTR(IfExpr(cond, b1, b2))",CursiveSpecification.md:25999,,"Children_LTR(IfExpr(cond, b1, b2)) = [cond]"
7668,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"Children_LTR(IfIsExpr(scrut, _, _, _))",CursiveSpecification.md:26000,,"Children_LTR(IfIsExpr(scrut, _, _, _)) = [scrut]"
7669,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"Children_LTR(IfCaseExpr(scrut, _, _))",CursiveSpecification.md:26001,,"Children_LTR(IfCaseExpr(scrut, _, _)) = [scrut]"
7670,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,LoopInvExprs(⊥),CursiveSpecification.md:26002,,LoopInvExprs(⊥) = []
7671,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,LoopInvExprs(inv),CursiveSpecification.md:26003,,LoopInvExprs(inv) = [inv]
7672,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"Children_LTR(LoopInfinite(inv_opt, body))",CursiveSpecification.md:26004,,"Children_LTR(LoopInfinite(inv_opt, body)) = LoopInvExprs(inv_opt) ++ [body]"
7673,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"Children_LTR(LoopConditional(cond, inv_opt, body))",CursiveSpecification.md:26005,,"Children_LTR(LoopConditional(cond, inv_opt, body)) = [cond] ++ LoopInvExprs(inv_opt) ++ [body]"
7674,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"Children_LTR(LoopIter(pat, ty_opt, iter, inv_opt, body))",CursiveSpecification.md:26006,,"Children_LTR(LoopIter(pat, ty_opt, iter, inv_opt, body)) = [iter] ++ LoopInvExprs(inv_opt) ++ [body]"
7675,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"Children_LTR(BlockExpr(stmts, tail_opt))",CursiveSpecification.md:26007,,"Children_LTR(BlockExpr(stmts, tail_opt)) = []"
7676,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,Children_LTR(UnsafeBlockExpr(b)),CursiveSpecification.md:26008,,Children_LTR(UnsafeBlockExpr(b)) = []
7677,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,Children_LTR(MoveExpr(p)),CursiveSpecification.md:26009,,Children_LTR(MoveExpr(p)) = []
7678,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,Children_LTR(AddressOf(p)),CursiveSpecification.md:26010,,Children_LTR(AddressOf(p)) = []
7679,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,Children_LTR(Deref(e)),CursiveSpecification.md:26011,,Children_LTR(Deref(e)) = [e]
7680,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"Children_LTR(AllocExpr(r_opt, e))",CursiveSpecification.md:26012,,"Children_LTR(AllocExpr(r_opt, e)) = [e]"
7681,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"Children_LTR(ParallelExpr(domain, opts, body))",CursiveSpecification.md:26013,,"Children_LTR(ParallelExpr(domain, opts, body)) = [domain] ++ ParallelOptExprs(opts)"
7682,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"Children_LTR(SpawnExpr(opts, body))",CursiveSpecification.md:26014,,"Children_LTR(SpawnExpr(opts, body)) = SpawnOptExprs(opts)"
7683,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"Children_LTR(DispatchExpr(pat, range, key_clause_opt, opts, body))",CursiveSpecification.md:26015,,"Children_LTR(DispatchExpr(pat, range, key_clause_opt, opts, body)) = [range] ++ KeyClauseExprs(key_clause_opt) ++ DispatchOptExprs(opts)"
7686,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,Lower-Expr-Correctness,CursiveSpecification.md:26021-26024,/mnt/c/Dev/Cursive/cursive/src/05_codegen/lower/expr/expr_common.cpp:3891; /mnt/c/Dev/Cursive/cursive/src/05_codegen/lower/expr/expr_common.cpp:3927,"**(Lower-Expr-Correctness)**
∀ σ, Γ ⊢ EvalSigma(e, σ) ⇓ (out, σ') ⇒ ExecIRSigma(IR, σ) ⇓ (out, σ')
──────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ LowerExpr(e) ⇓ ⟨IR, v⟩"
7687,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,ExprForms0,CursiveSpecification.md:26026,,"ExprForms0 = {Literal(_), PtrNullExpr, Identifier(_), Path(_, _), ErrorExpr(_), TupleExpr(_), ArrayExpr(_), RecordExpr(_, _), EnumLiteral(_, _), FieldAccess(_, _), TupleAccess(_, _), IndexAccess(_, _), Call(_, _), MethodCall(_, _, _), Unary(_, _), Binary(_, _, _), Cast(_, _), TransmuteExpr(_, _, _), Propagate(_), Range(_, _, _), IfExpr(_, _, _), IfIsExpr(_, _, _, _), IfCaseExpr(_, _, _), LoopInfinite(_, _), LoopConditional(_, _, _), LoopIter(_, _, _, _, _), BlockExpr(_, _), UnsafeBlockExpr(_), MoveExpr(_), AddressOf(_), Deref(_), AllocExpr(_, _)}"
7689,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,ExecIRJudg,CursiveSpecification.md:26029,,"ExecIRJudg = {ExecIRSigma, MoveStateSigma}"
7690,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,ExecIR-ReadVar,CursiveSpecification.md:26031-26034,,"**(ExecIR-ReadVar)**
LookupVal(σ, x) = v
──────────────────────────────────────────────────────────────
ExecIRSigma(ReadVarIR(x), σ) ⇓ (Val(v), σ)"
7691,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,ExecIR-ReadPath,CursiveSpecification.md:26036-26039,,"**(ExecIR-ReadPath)**
LookupValPath(σ, path, name) = v
──────────────────────────────────────────────────────────────────────
ExecIRSigma(ReadPathIR(path, name), σ) ⇓ (Val(v), σ)"
7692,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,ExecIR-StoreVar,CursiveSpecification.md:26041-26044,,"**(ExecIR-StoreVar)**
Γ ⊢ WritePlaceSigma(Identifier(x), v, σ) ⇓ (sout, σ')
─────────────────────────────────────────────────────────────────────────────
ExecIRSigma(StoreVarIR(x, v), σ) ⇓ (sout, σ')"
7693,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,ExecIR-StoreVarNoDrop,CursiveSpecification.md:26046-26049,,"**(ExecIR-StoreVarNoDrop)**
Γ ⊢ WritePlaceSubSigma(Identifier(x), v, σ) ⇓ (sout, σ')
──────────────────────────────────────────────────────────────────────────────────
ExecIRSigma(StoreVarNoDropIR(x, v), σ) ⇓ (sout, σ')"
7694,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,ExecIR-BindVar,CursiveSpecification.md:26051-26054,,"**(ExecIR-BindVar)**
BindVal(σ, x, v) ⇓ (σ', b)
─────────────────────────────────────────────────────────────
ExecIRSigma(BindVarIR(x, v), σ) ⇓ (ok, σ')"
7695,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,ExecIR-ReadPtr,CursiveSpecification.md:26056-26059,,"**(ExecIR-ReadPtr)**
Γ ⊢ ReadPtrSigma(v_ptr, σ) ⇓ (out, σ')
──────────────────────────────────────────────────────────────
ExecIRSigma(ReadPtrIR(v_ptr), σ) ⇓ (out, σ')"
7696,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,ExecIR-WritePtr,CursiveSpecification.md:26061-26064,,"**(ExecIR-WritePtr)**
Γ ⊢ WritePtrSigma(v_ptr, v, σ) ⇓ (sout, σ')
────────────────────────────────────────────────────────────────
ExecIRSigma(WritePtrIR(v_ptr, v), σ) ⇓ (sout, σ')"
7697,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"AllocTarget(σ, ⊥)",CursiveSpecification.md:26066,,"AllocTarget(σ, ⊥) = ActiveTarget(σ)"
7698,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,"AllocTarget(σ, r)",CursiveSpecification.md:26067,,"AllocTarget(σ, r) = ResolveTarget(σ, r)"
7699,TASK-044,Phase 4 - Lower and Emit,unmapped/no-compiler-location,missing,ExecIR-Alloc,CursiveSpecification.md:26069-26072,,"**(ExecIR-Alloc)**
AllocTarget(σ, r_opt) = r    RegionAlloc(σ, r, v) ⇓ (σ', v')
──────────────────────────────────────────────────────────────────────────────
ExecIRSigma(AllocIR(r_opt, v), σ) ⇓ (Val(v'), σ')"
